HGNC symbol;MODE;median (nearest phylostratum)
SNORD114-6;#N/A;17
SNORD114-7;#N/A;18
SNORD114-9;#N/A;18
SNORD115-1;#N/A;19.2
SNORD115-10;#N/A;19.2
SNORD115-11;#N/A;18
SNORD115-12;#N/A;19.2
SNORD115-13;#N/A;19.1
SNORD115-14;#N/A;19.2
SNORD115-15;#N/A;19.2
SNORD115-16;#N/A;19.2
SNORD115-17;#N/A;19.1
SNORD115-18;#N/A;19.1
SNORD115-19;#N/A;19.1
SNORD115-2;#N/A;19.2
SNORD115-20;#N/A;17
SNORD115-21;#N/A;19.2
SNORD115-22;#N/A;19.1
SNORD115-23;#N/A;19.2
SNORD115-24;#N/A;19.2
SNORD115-25;#N/A;19.2
SNORD115-26;#N/A;19.2
SNORD115-27;#N/A;19.2
SNORD115-28;#N/A;19.2
SNORD115-29;#N/A;17
SNORD115-3;#N/A;19.2
SNORD115-30;#N/A;19.2
SNORD115-31;#N/A;19.2
SNORD115-32;#N/A;18
SNORD115-33;#N/A;19.2
SNORD115-34;#N/A;19.2
SNORD115-35;#N/A;18
SNORD115-36;#N/A;18
SNORD115-37;#N/A;19.2
SNORD115-38;#N/A;18
SNORD115-39;#N/A;19.1
SNORD115-4;#N/A;19.2
SNORD115-40;#N/A;19.2
SNORD115-41;#N/A;19.2
SNORD115-42;#N/A;19.2
SNORD115-43;#N/A;18
SNORD115-44;#N/A;19.2
SNORD115-45;#N/A;17
SNORD115-46;#N/A;17
SNORD115-47;#N/A;17
SNORD115-48;#N/A;17
SNORD115-5;#N/A;19.2
SNORD115-6;#N/A;19.2
SNORD115-8;#N/A;19.2
SNORD115-9;#N/A;19.2
SNORD116-1;#N/A;18
SNORD116-10;#N/A;19.1
SNORD116-11;#N/A;19.1
SNORD116-12;#N/A;19.1
SNORD116-13;#N/A;19.1
SNORD116-14;#N/A;19.1
SNORD116-15;#N/A;19.1
SNORD116-16;#N/A;19.1
SNORD116-17;#N/A;19.1
SNORD116-18;#N/A;19.1
SNORD116-19;#N/A;19.1
SNORD116-2;#N/A;18
SNORD116-20;#N/A;19.1
SNORD116-22;#N/A;19.1
SNORD116-23;#N/A;19.1
SNORD116-24;#N/A;19.1
SNORD116-25;#N/A;18
SNORD116-26;#N/A;17
SNORD116-27;#N/A;18
SNORD116-28;#N/A;19.1
SNORD116-29;#N/A;17
SNORD116-3;#N/A;18
SNORD116-30;#N/A;17
SNORD116-4;#N/A;18
SNORD116-5;#N/A;18
SNORD116-6;#N/A;18
SNORD116-7;#N/A;18
SNORD116-8;#N/A;18
SNORD116-9;#N/A;18
SNORD117;#N/A;11
SNORD118;#N/A;11
SNORD11B;#N/A;13
SNORD12;#N/A;14
SNORD121A;#N/A;14
SNORD121B;#N/A;14
SNORD123;#N/A;16
SNORD124;#N/A;14
SNORD125;#N/A;14
SNORD126;#N/A;15.1
SNORD127;#N/A;14
SNORD12B;#N/A;12
SNORD12C;#N/A;14
SNORD13;#N/A;19.2
SNORD13E;#N/A;19.2
SNORD13P1;#N/A;15.1
SNORD13P3;#N/A;19.2
SNORD14A;#N/A;12
SNORD14B;#N/A;12
SNORD14C;#N/A;11
SNORD14D;#N/A;11
SNORD14E;#N/A;12
SNORD15A;#N/A;11
SNORD15B;#N/A;11
SNORD16;#N/A;11
SNORD17;#N/A;14
SNORD18A;#N/A;11
SNORD18B;#N/A;12
SNORD18C;#N/A;12
SNORD19;#N/A;14
SNORD19B;#N/A;14
SNORD1A;#N/A;12
SNORD1B;#N/A;12
SNORD1C;#N/A;12
SNORD2;#N/A;12
SNORD20;#N/A;14
SNORD21;#N/A;12
SNORD22;#N/A;12
SNORD23;#N/A;15.2
SNORD24;#N/A;11
SNORD25;#N/A;15.2
SNORD26;#N/A;13
SNORD27;#N/A;13
SNORD28;#N/A;13
SNORD28B;#N/A;14
SNORD30;12;12
SNORD31B;#N/A;11
SNORD32A;#N/A;12
SNORD32B;#N/A;11
SNORD33;#N/A;15.1
SNORD34;#N/A;17
SNORD35A;#N/A;12
SNORD35B;#N/A;15.1
SNORD36A;#N/A;12
SNORD36B;#N/A;14
SNORD36C;#N/A;14
SNORD37;#N/A;12
SNORD38A;#N/A;15.1
SNORD38B;#N/A;12
SNORD38C;#N/A;13
SNORD3A;#N/A;19.2
SNORD3B-1;#N/A;19.2
SNORD3B-2;#N/A;19.2
SNORD3C;#N/A;19.2
SNORD3D;#N/A;12
SNORD3E;#N/A;12
SNORD3G;#N/A;18
SNORD3H;#N/A;18
SNORD3J;#N/A;16
SNORD41;#N/A;14
SNORD42A;#N/A;12
SNORD42B;#N/A;12
SNORD43;#N/A;14
SNORD45A;#N/A;14
SNORD45B;#N/A;14
SNORD45C;#N/A;14
SNORD46;#N/A;12
SNORD48;#N/A;15.2
SNORD49A;#N/A;12
SNORD49B;#N/A;12
SNORD4A;#N/A;14
SNORD4B;#N/A;14
SNORD5;#N/A;14
SNORD50B;#N/A;14
SNORD51;#N/A;14
SNORD52;#N/A;12
SNORD53;#N/A;12
SNORD53B;#N/A;12
SNORD54;#N/A;12
SNORD55;#N/A;14
SNORD56;#N/A;14
SNORD56B;#N/A;14
SNORD57;#N/A;12
SNORD58A;#N/A;12
SNORD58B;#N/A;13
SNORD58C;#N/A;13
SNORD59A;#N/A;12
SNORD6;#N/A;12
SNORD60;#N/A;12
SNORD61;#N/A;12
SNORD62A;#N/A;14
SNORD62B;#N/A;14
SNORD63;#N/A;12
SNORD63B;#N/A;12
SNORD64;#N/A;14
SNORD65;#N/A;12
SNORD65B;#N/A;12
SNORD65C;#N/A;12
SNORD66;#N/A;12
SNORD67;#N/A;12
SNORD68;#N/A;12
SNORD69;#N/A;14
SNORD7;12;12
SNORD70;#N/A;15.1
SNORD71;#N/A;14
SNORD72;#N/A;12
SNORD73A;#N/A;16
SNORD73B;#N/A;14
SNORD74B;#N/A;12
SNORD77B;#N/A;12
SNORD8;#N/A;11
SNORD82;#N/A;14
SNORD83A;#N/A;12
SNORD83B;#N/A;14
SNORD84;#N/A;11
SNORD86;#N/A;15.2
SNORD87;#N/A;14
SNORD88A;#N/A;12
SNORD88B;#N/A;12
SNORD88C;#N/A;12
SNORD89;#N/A;12
SNORD9;#N/A;11
SNORD90;#N/A;14
SNORD92;#N/A;12
SNORD93;#N/A;14
SNORD94;#N/A;12
SNORD95;#N/A;14
SNORD96A;#N/A;14
SNORD96B;#N/A;14
SNORD97;#N/A;12
SNORD98;#N/A;14
SNORD99;#N/A;12
SNRPGP15;3;3
SNURFL;#N/A;18
SNX29P2;#N/A;15.1
SOD2-OT1;3;3
SOX1-OT;#N/A;18
SOX2-OT;#N/A;12
SPANXA2-OT1;#N/A;12
SPART-AS1;#N/A;19.2
SPATA31B1P;#N/A;14
SPATA31C1;#N/A;16
SPATA31C2;#N/A;17
SPDYE11;#N/A;19.2
SPDYE17;#N/A;19.2
SPDYE18;18;18
SPDYE7P;15.1;15.1
SPINT5P;#N/A;18
SSX6;#N/A;18
SSX8;#N/A;18
SSX9;#N/A;18
ST13P4;7;7
ST13P5;#N/A;7
ST7-OT4;#N/A;19.2
STAG3L1;#N/A;3
STAG3L2;#N/A;3
STAG3L3;#N/A;3
STAG3L4;#N/A;9
STAG3L5P-PVRIG2P-PILRB;17;17
STRCP1;#N/A;14
SULT1D1P;#N/A;18
SULT6B2P;#N/A;18
SUPT20HL1;#N/A;11
SUPT20HL2;19.2;17
SYT14P1;#N/A;15.1
TAAR3P;12;12
TAAR4P;#N/A;18
TARDBPP1;#N/A;12
TBC1D3B;12;12
TCAM1P;#N/A;18
TCL6;#N/A;19.1
TDGF1P3;#N/A;12
TDH;12;12
TEDDM2P;#N/A;18
TEN1-CDK3;#N/A;5
TERC;#N/A;12
TEX21P;#N/A;18
TEX28P1;#N/A;17
TEX28P2;#N/A;17
THA1P;#N/A;12
THEM7P;#N/A;18
THEMIS3P;#N/A;18
THUMPD3-AS1;18;18
TLR12P;#N/A;18
TLX1NB;#N/A;19.2
TMBIM7P;18;18
TMCO5B;#N/A;17
TMED11P;#N/A;18
TMEM14DP;7;7
TMEM14EP;#N/A;5
TMEM183B;7;7
TMEM198B;#N/A;18
TMEM30CP;3;5
TMPRSS11CP;#N/A;18
TMPRSS11GP;#N/A;18
TMSB4XP8;#N/A;13
TNXA;#N/A;15.1
TOMM22P5;#N/A;13
TOPORSLP;#N/A;18
TPRX2P;#N/A;19.2
TPRXL;#N/A;2
TPT1P8;3;3
TRAC;15.1;15.1
TRAJ38;#N/A;17
TRAJ53;#N/A;17
TRAV10;17;16
TRAV1-1;17;17
TRAV1-2;17;17
TRAV12-1;15.1;15.1
TRAV12-2;12;14
TRAV12-3;12;14
TRAV13-1;#N/A;15.2
TRAV13-2;#N/A;15.2
TRAV14DV4;12;12
TRAV16;12;13
TRAV17;12;14
TRAV18;12;12
TRAV19;12;12
TRAV2;#N/A;15.1
TRAV20;15.1;15.1
TRAV21;12;14
TRAV22;12;14
TRAV23DV6;15.1;15.1
TRAV24;15.1;15.1
TRAV25;15.1;14
TRAV26-1;15.1;15.1
TRAV26-2;15.1;14
TRAV27;15.1;15.1
TRAV29DV5;15.1;15.1
TRAV3;12;12
TRAV30;15.1;15.1
TRAV34;15.1;15.1
TRAV35;#N/A;15.1
TRAV36DV7;15.1;14
TRAV38-1;12;12
TRAV38-2DV8;12;12
TRAV39;15.1;15.1
TRAV4;15.1;15.1
TRAV40;12;14
TRAV41;15.1;15.1
TRAV5;12;14
TRAV6;12;14
TRAV7;15.1;15.1
TRAV8-1;12;14
TRAV8-2;12;13
TRAV8-3;12;14
TRAV8-4;12;14
TRAV8-6;12;12
TRAV8-7;12;12
TRAV9-1;12;14
TRAV9-2;12;14
TRBC1;14;14
TRBC2;15.1;15.1
TRBV10-1;14;14
TRBV10-2;14;14
TRBV10-3;14;14
TRBV11-1;15.2;15.2
TRBV11-3;#N/A;15.1
TRBV12-3;15.1;15.1
TRBV12-4;15.1;15.1
TRBV12-5;15.1;15.1
TRBV13;15.2;15.2
TRBV14;#N/A;15.1
TRBV15;14;14
TRBV16;#N/A;15.1
TRBV17;#N/A;15.1
TRBV18;15.1;15.1
TRBV19;14;14
TRBV2;15.2;15.2
TRBV20-1;15.1;15.1
TRBV20OR9-2;15.1;15.1
TRBV21OR9-2;#N/A;15.1
TRBV23-1;#N/A;15.2
TRBV23OR9-2;#N/A;15.1
TRBV24-1;14;14
TRBV25-1;14;14
TRBV27;14;14
TRBV28;14;14
TRBV29-1;15.1;15.1
TRBV30;14;14
TRBV3-1;14;14
TRBV4-1;14;14
TRBV4-2;14;14
TRBV5-1;15.2;15.2
TRBV5-3;15.2;15.1
TRBV5-4;15.2;15.1
TRBV5-5;15.2;15.2
TRBV5-6;15.1;15.1
TRBV5-7;15.2;15.1
TRBV6-1;14;14
TRBV6-2;14;14
TRBV6-4;14;14
TRBV6-5;14;14
TRBV6-6;14;14
TRBV6-7;14;14
TRBV6-8;14;14
TRBV7-1;15.2;15.2
TRBV7-2;#N/A;15.1
TRBV7-3;15.2;15.2
TRBV7-4;15.2;15.2
TRBV7-6;15.2;15.2
TRBV7-7;#N/A;15.2
TRBV7-9;#N/A;15.1
TRBV9;15.2;15.2
TRDC;15.1;14
TRDJ3;#N/A;18
TRDV1;12;12
TRDV2;15.1;15.1
TRDV3;15.1;14
TRGC1;15.1;15.1
TRGC2;15.1;15.1
TRGV1;15.1;14
TRGV10;15.1;15.1
TRGV11;15.1;15.1
TRGV2;15.1;15.1
TRGV3;15.1;15.1
TRGV4;15.1;14
TRGV5;15.1;14
TRGV8;15.1;15.1
TRGV9;15.1;15.1
TRIM80P;#N/A;18
TRMT112P6;#N/A;3
TRPC2;#N/A;15.1
TSPEAR-AS2;#N/A;19.2
TSPY26P;#N/A;12
TSPY9P;#N/A;12
TSSK1A;#N/A;18
TTC39DP;#N/A;18
TTC3P1;#N/A;13
TTC41P;#N/A;17
TUBB8P7;#N/A;7
TUG1;18;18
TUSC5;12;12
TXLNGY;#N/A;15.1
TYMSOS;#N/A;19.2
UBE2DNL;#N/A;3
UBE2NL;3;3
UBE2V1P10;#N/A;19.2
UBQLN4P1;#N/A;10
UBTFL6;#N/A;12
UMODL1-AS1;#N/A;19.2
UOX;#N/A;15.1
UQCRFS1P1;3;3
URAHP;#N/A;18
URB1-AS1;#N/A;19.2
USP17L6P;#N/A;13
VN1R17P;#N/A;15.1
VN1R3;#N/A;15.1
VN1R5;15.1;15.1
VTRNA1-1;#N/A;11
VTRNA1-2;#N/A;11
VTRNA1-3;#N/A;11
VTRNA2-1;#N/A;11
VTRNA2-2P;#N/A;11
VTRNA3-1P;#N/A;11
WASH2P;7;7
WASH3P;#N/A;7
WASH4P;7;7
WASH6P;7;7
WFDC21P;#N/A;18
WHAMMP3;#N/A;12
WT1-AS;#N/A;17
XIST;#N/A;18
XKRY;12;12
XKRY2;12;12
ZEB2-AS1;#N/A;17
ZFAS1;#N/A;18
ZNF137P;#N/A;10
ZNF271P;#N/A;17
ZNF300P1;#N/A;17
ZNF355P;#N/A;11
ZNF658B;#N/A;7
ZNF663P;#N/A;18
ZNF702P;#N/A;12
ZNF806;19.2;19.1
ZNF812P;7;17
ZNF826P;7;7
ZNF833P;#N/A;15.1
ZNF840P;#N/A;11
ZNF861P;#N/A;15.1
ZNF876P;7;7
ZNF883;12;14
ZNRD1ASP;18;18
ZRSR2P1;7;7
ZSCAN5DP;#N/A;17
